,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,title,artist
351,0.918,0.837,1,-6.792,1,0.255,0.234,0,0.227,0.855,120.017,audio_features,36TO60sxDduIsO3xH8IcUh,spotify:track:36TO60sxDduIsO3xH8IcUh,https://api.spotify.com/v1/tracks/36TO60sxDduIsO3xH8IcUh,https://api.spotify.com/v1/audio-analysis/36TO60sxDduIsO3xH8IcUh,236000,4,ISIS,JOYNER LUCAS FT LOGIC
352,0.611,0.622,9,-5.075,0,0.0734,0.0188,0,0.359,0.538,146.11,audio_features,340UVheS8z3ncW9TTUhAbc,spotify:track:340UVheS8z3ncW9TTUhAbc,https://api.spotify.com/v1/tracks/340UVheS8z3ncW9TTUhAbc,https://api.spotify.com/v1/audio-analysis/340UVheS8z3ncW9TTUhAbc,231999,4,NIGHTMARE,HALSEY
353,0.647,0.726,3,-4.389,0,0.0552,0.157,0,0.0844,0.767,114.996,audio_features,3M9Apu4OZfylLTFKvgEtKa,spotify:track:3M9Apu4OZfylLTFKvgEtKa,https://api.spotify.com/v1/tracks/3M9Apu4OZfylLTFKvgEtKa,https://api.spotify.com/v1/audio-analysis/3M9Apu4OZfylLTFKvgEtKa,198996,4,RITUAL,TIESTO/JONAS BLUE/RITA ORA
354,0.759,0.605,7,-7.737,1,0.0433,0.156,0,0.694,0.64,121.049,audio_features,0mjAU3yKR1QnXnHtjGJqTM,spotify:track:0mjAU3yKR1QnXnHtjGJqTM,https://api.spotify.com/v1/tracks/0mjAU3yKR1QnXnHtjGJqTM,https://api.spotify.com/v1/audio-analysis/0mjAU3yKR1QnXnHtjGJqTM,158900,4,RESCUE ME,ONEREPUBLIC
355,0.495,0.608,9,-8.164,0,0.312,0.185,0,0.153,0.401,139.199,audio_features,0yXfwx7sBjVGaLAmhbO9Bl,spotify:track:0yXfwx7sBjVGaLAmhbO9Bl,https://api.spotify.com/v1/tracks/0yXfwx7sBjVGaLAmhbO9Bl,https://api.spotify.com/v1/audio-analysis/0yXfwx7sBjVGaLAmhbO9Bl,220288,4,OCHO CINCO,M HUNCHO
356,0.27,0.195,1,-10.653,0,0.0797,0.931,9.73E-06,0.0949,0.171,46.489,audio_features,1u0THw5xaGd7sYzJEh48Lt,spotify:track:1u0THw5xaGd7sYzJEh48Lt,https://api.spotify.com/v1/tracks/1u0THw5xaGd7sYzJEh48Lt,https://api.spotify.com/v1/audio-analysis/1u0THw5xaGd7sYzJEh48Lt,188639,4,JENNY OF OLDSTONES (GAME OF THRONES),FLORENCE & THE MACHINE
357,0.713,0.842,6,-5.424,0,0.0984,0.0686,0,0.341,0.435,102.968,audio_features,7LikBkHerFGZ58QHVOKp1t,spotify:track:7LikBkHerFGZ58QHVOKp1t,https://api.spotify.com/v1/tracks/7LikBkHerFGZ58QHVOKp1t,https://api.spotify.com/v1/audio-analysis/7LikBkHerFGZ58QHVOKp1t,240777,4,BEFORE I LET GO,BEYONCE
358,0.715,0.635,7,-6.591,1,0.0791,0.127,0,0.0862,0.39,112.887,audio_features,5Gj1wG8b12VQdEd3hUuSwo,spotify:track:5Gj1wG8b12VQdEd3hUuSwo,https://api.spotify.com/v1/tracks/5Gj1wG8b12VQdEd3hUuSwo,https://api.spotify.com/v1/audio-analysis/5Gj1wG8b12VQdEd3hUuSwo,198635,4,FREEDOM,BEYONCE FT KENDRICK LAMAR
359,0.531,0.581,1,-5.801,1,0.101,0.0107,1.62E-05,0.101,0.591,137.776,audio_features,23GvTfcGK454ppLsts3W44,spotify:track:23GvTfcGK454ppLsts3W44,https://api.spotify.com/v1/tracks/23GvTfcGK454ppLsts3W44,https://api.spotify.com/v1/audio-analysis/23GvTfcGK454ppLsts3W44,214204,5,STRIKE A POSE,YOUNG T & BUGSEY FT AITCH
360,0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011,audio_features,0vrmHPfoBadXVr2n0m1aqZ,spotify:track:0vrmHPfoBadXVr2n0m1aqZ,https://api.spotify.com/v1/tracks/0vrmHPfoBadXVr2n0m1aqZ,https://api.spotify.com/v1/audio-analysis/0vrmHPfoBadXVr2n0m1aqZ,277262,4,HEAVEN,AVICII
361,0.643,0.768,6,-4.316,1,0.0455,0.174,0,0.469,0.597,108.992,audio_features,353IDEfNzPJmGNRnOi5kJ1,spotify:track:353IDEfNzPJmGNRnOi5kJ1,https://api.spotify.com/v1/tracks/353IDEfNzPJmGNRnOi5kJ1,https://api.spotify.com/v1/audio-analysis/353IDEfNzPJmGNRnOi5kJ1,220536,4,WILD,MOSTACK
362,0.872,0.691,8,-6.123,1,0.193,0.12,0,0.299,0.741,102.027,audio_features,3mTSAVBL7yd7iHAaglXUPY,spotify:track:3mTSAVBL7yd7iHAaglXUPY,https://api.spotify.com/v1/tracks/3mTSAVBL7yd7iHAaglXUPY,https://api.spotify.com/v1/audio-analysis/3mTSAVBL7yd7iHAaglXUPY,174280,4,MISS DIVA,ONE ACEN FT YUNGEN
363,0.584,0.685,7,-7.811,1,0.425,0.0304,0,0.189,0.345,97.551,audio_features,314ZkcV7oLWG8yWE7LABvH,spotify:track:314ZkcV7oLWG8yWE7LABvH,https://api.spotify.com/v1/tracks/314ZkcV7oLWG8yWE7LABvH,https://api.spotify.com/v1/audio-analysis/314ZkcV7oLWG8yWE7LABvH,226321,4,MAKE IT RIGHT,BTS
364,0.628,0.744,7,-4.718,1,0.0379,0.0257,0,0.313,0.277,119.921,audio_features,2gTdDMpNxIRFSiu7HutMCg,spotify:track:2gTdDMpNxIRFSiu7HutMCg,https://api.spotify.com/v1/tracks/2gTdDMpNxIRFSiu7HutMCg,https://api.spotify.com/v1/audio-analysis/2gTdDMpNxIRFSiu7HutMCg,169397,4,I THINK I'M OKAY,MACHINE GUN KELLY/YUNGBLUD
365,0.646,0.899,6,-2.232,1,0.298,0.0337,0,0.232,0.685,164.119,audio_features,3kCwyvhvVTyehIzYN2I0nF,spotify:track:3kCwyvhvVTyehIzYN2I0nF,https://api.spotify.com/v1/tracks/3kCwyvhvVTyehIzYN2I0nF,https://api.spotify.com/v1/audio-analysis/3kCwyvhvVTyehIzYN2I0nF,219507,4,OMERTA,DRAKE
366,0.246,0.27,0,-9.898,1,0.0348,0.866,2.34E-05,0.319,0.281,77.203,audio_features,6AqTXy3pOC2fnJGJwNDHQE,spotify:track:6AqTXy3pOC2fnJGJwNDHQE,https://api.spotify.com/v1/tracks/6AqTXy3pOC2fnJGJwNDHQE,https://api.spotify.com/v1/audio-analysis/6AqTXy3pOC2fnJGJwNDHQE,239581,5,THE SHORES OF NORMANDY,JIM RADFORD
367,0.474,0.489,6,-7.625,0,0.0342,0.467,0,0.119,0.23,124.844,audio_features,0XPsOSYzDJZJArevQNm2AR,spotify:track:0XPsOSYzDJZJArevQNm2AR,https://api.spotify.com/v1/tracks/0XPsOSYzDJZJArevQNm2AR,https://api.spotify.com/v1/audio-analysis/0XPsOSYzDJZJArevQNm2AR,208801,4,SPEECHLESS (FULL),NAOMI SCOTT
368,0.58,0.858,8,-5.212,1,0.114,0.125,0,0.0502,0.475,174.039,audio_features,5hnbE5BF2e8BCk9OMR1UVC,spotify:track:5hnbE5BF2e8BCk9OMR1UVC,https://api.spotify.com/v1/tracks/5hnbE5BF2e8BCk9OMR1UVC,https://api.spotify.com/v1/audio-analysis/5hnbE5BF2e8BCk9OMR1UVC,224225,3,MIKROKOSMOS,BTS
369,0.814,0.683,1,-7.091,1,0.304,0.0596,1.92E-05,0.671,0.473,91.963,audio_features,6mfu6jyFgvnXeTPQrYNs8d,spotify:track:6mfu6jyFgvnXeTPQrYNs8d,https://api.spotify.com/v1/tracks/6mfu6jyFgvnXeTPQrYNs8d,https://api.spotify.com/v1/audio-analysis/6mfu6jyFgvnXeTPQrYNs8d,298164,4,MEDELLIN,MADONNA FT MALUMA
370,0.555,0.923,6,-4.748,0,0.161,0.197,0,0.0778,0.363,118.007,audio_features,6Tt1P5CLUrl59oSOTVxON0,spotify:track:6Tt1P5CLUrl59oSOTVxON0,https://api.spotify.com/v1/tracks/6Tt1P5CLUrl59oSOTVxON0,https://api.spotify.com/v1/audio-analysis/6Tt1P5CLUrl59oSOTVxON0,192681,4,JOY,BASTILLE
371,0.402,0.754,8,-4.837,1,0.0432,0.143,0,0.358,0.621,108.17,audio_features,1yfyIdEw5U2bD5I6gxQCxW,spotify:track:1yfyIdEw5U2bD5I6gxQCxW,https://api.spotify.com/v1/tracks/1yfyIdEw5U2bD5I6gxQCxW,https://api.spotify.com/v1/audio-analysis/1yfyIdEw5U2bD5I6gxQCxW,191248,4,TOUGH LOVE,AVICII/AGNES/VARGAS & LAGOLA
372,0.943,0.507,10,-8.182,1,0.393,0.447,0,0.106,0.647,104.036,audio_features,2hN5zu0d36ccHGHINeo1Mg,spotify:track:2hN5zu0d36ccHGHINeo1Mg,https://api.spotify.com/v1/tracks/2hN5zu0d36ccHGHINeo1Mg,https://api.spotify.com/v1/audio-analysis/2hN5zu0d36ccHGHINeo1Mg,168853,4,MOCKING IT,JAY1
373,0.879,0.885,1,-10.547,0,0.0799,0.153,0.862,0.127,0.323,139.972,audio_features,0LPVB5Q7QCB3S8OtnbjR1m,spotify:track:0LPVB5Q7QCB3S8OtnbjR1m,https://api.spotify.com/v1/tracks/0LPVB5Q7QCB3S8OtnbjR1m,https://api.spotify.com/v1/audio-analysis/0LPVB5Q7QCB3S8OtnbjR1m,141858,4,KILOS,BUGZY MALONE FT AITCH
374,0.639,0.859,9,-2.758,0,0.147,0.135,0,0.129,0.566,93.132,audio_features,0BnTBAGmr9FtYwkZrwKhwS,spotify:track:0BnTBAGmr9FtYwkZrwKhwS,https://api.spotify.com/v1/tracks/0BnTBAGmr9FtYwkZrwKhwS,https://api.spotify.com/v1/audio-analysis/0BnTBAGmr9FtYwkZrwKhwS,221379,4,JUST US,DJ KHALED FT SZA
375,0.551,0.814,4,-3.683,1,0.0425,0.00089,1.16E-06,0.18,0.469,130.971,audio_features,6CltzquypraYIlWFp48m1O,spotify:track:6CltzquypraYIlWFp48m1O,https://api.spotify.com/v1/tracks/6CltzquypraYIlWFp48m1O,https://api.spotify.com/v1/audio-analysis/6CltzquypraYIlWFp48m1O,237987,4,HYPERSONIC MISSILES,SAM FENDER
376,0.612,0.706,8,-5.036,1,0.0602,0.313,0,0.053,0.724,157.964,audio_features,2qxaR31Te4xDR2yO6LqM8z,spotify:track:2qxaR31Te4xDR2yO6LqM8z,https://api.spotify.com/v1/tracks/2qxaR31Te4xDR2yO6LqM8z,https://api.spotify.com/v1/audio-analysis/2qxaR31Te4xDR2yO6LqM8z,198240,4,ROCK BOTTOM,M HUNCHO FT YXNG BANE
377,0.827,0.469,10,-9.141,0,0.341,0.0807,8.12E-06,0.207,0.196,97.028,audio_features,2rTnVB1bvwxHtaIl4uVu7f,spotify:track:2rTnVB1bvwxHtaIl4uVu7f,https://api.spotify.com/v1/tracks/2rTnVB1bvwxHtaIl4uVu7f,https://api.spotify.com/v1/audio-analysis/2rTnVB1bvwxHtaIl4uVu7f,238321,4,SLIDE,FRENCH MONTANA/BLUEFACE/TJAY
378,0.435,0.155,1,-8.948,1,0.046,0.873,0,0.107,0.0935,128.532,audio_features,4L2K7JKseFCBoHMZEAszW0,spotify:track:4L2K7JKseFCBoHMZEAszW0,https://api.spotify.com/v1/tracks/4L2K7JKseFCBoHMZEAszW0,https://api.spotify.com/v1/audio-analysis/4L2K7JKseFCBoHMZEAszW0,287693,3,JEALOUS,DJ KHALED/BROWN/LIL WAYNE
379,0.302,0.414,2,-8.16,1,0.0319,0.0575,0,0.0861,0.105,110.508,audio_features,4U9CF27YlwHRtUGKUzhUTT,spotify:track:4U9CF27YlwHRtUGKUzhUTT,https://api.spotify.com/v1/tracks/4U9CF27YlwHRtUGKUzhUTT,https://api.spotify.com/v1/audio-analysis/4U9CF27YlwHRtUGKUzhUTT,242956,4,A WHOLE NEW WORLD (END TITLE),ZAYN & ZHAVIA WARD
380,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,audio_features,6fTt0CH2t0mdeB2N9XFG5r,spotify:track:6fTt0CH2t0mdeB2N9XFG5r,https://api.spotify.com/v1/tracks/6fTt0CH2t0mdeB2N9XFG5r,https://api.spotify.com/v1/audio-analysis/6fTt0CH2t0mdeB2N9XFG5r,114893,4,PANINI,LIL NAS X
381,0.608,0.928,6,-2.724,0,0.0883,0.133,0,0.103,0.738,130.012,audio_features,5w3NgfV8v1nNZFLUBlGHIL,spotify:track:5w3NgfV8v1nNZFLUBlGHIL,https://api.spotify.com/v1/tracks/5w3NgfV8v1nNZFLUBlGHIL,https://api.spotify.com/v1/audio-analysis/5w3NgfV8v1nNZFLUBlGHIL,177306,4,LIGHT IT UP,MARSHMELLO/TYGA/CHRIS BROWN
382,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,audio_features,3XF5xLJHOQQRbWya6hBp7d,spotify:track:3XF5xLJHOQQRbWya6hBp7d,https://api.spotify.com/v1/tracks/3XF5xLJHOQQRbWya6hBp7d,https://api.spotify.com/v1/audio-analysis/3XF5xLJHOQQRbWya6hBp7d,180953,4,YOU SHOULD SEE ME IN A CROWN,BILLIE EILISH
383,0.73,0.922,5,-3.382,0,0.0611,0.0936,0,0.165,0.511,122.927,audio_features,2HDqP1ao45k1t7mPe7lo4C,spotify:track:2HDqP1ao45k1t7mPe7lo4C,https://api.spotify.com/v1/tracks/2HDqP1ao45k1t7mPe7lo4C,https://api.spotify.com/v1/audio-analysis/2HDqP1ao45k1t7mPe7lo4C,220480,4,BACK TO LOVE,CHRIS BROWN
384,0.705,0.64,11,-6.928,0,0.225,0.0237,0,0.262,0.887,144.077,audio_features,7gvd8xj4QgPqbQSsn5pV7d,spotify:track:7gvd8xj4QgPqbQSsn5pV7d,https://api.spotify.com/v1/tracks/7gvd8xj4QgPqbQSsn5pV7d,https://api.spotify.com/v1/audio-analysis/7gvd8xj4QgPqbQSsn5pV7d,203760,4,SORRY,JOEL CORRY
385,0.467,0.672,10,-7.371,0,0.377,0.00559,0.243,0.607,0.0648,163.1,audio_features,51RN0kzWd7xeR4th5HsEtW,spotify:track:51RN0kzWd7xeR4th5HsEtW,https://api.spotify.com/v1/tracks/51RN0kzWd7xeR4th5HsEtW,https://api.spotify.com/v1/audio-analysis/51RN0kzWd7xeR4th5HsEtW,200693,4,IGOR'S THEME,TYLER THE CREATOR
386,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05E-06,0.101,0.404,103.952,audio_features,6oJ6le65B3SEqPwMRNXWjY,spotify:track:6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,228267,4,HIGHER LOVE,KYGO & WHITNEY HOUSTON
387,0.597,0.577,2,-5.25,0,0.262,0.756,0,0.192,0.691,117.705,audio_features,1rZwgdUwUYBqEphd4CXynL,spotify:track:1rZwgdUwUYBqEphd4CXynL,https://api.spotify.com/v1/tracks/1rZwgdUwUYBqEphd4CXynL,https://api.spotify.com/v1/audio-analysis/1rZwgdUwUYBqEphd4CXynL,173620,5,GUCCI DEMON,B YOUNG
388,0.432,0.691,2,-5.983,1,0.0399,0.0318,0,0.0921,0.202,115.039,audio_features,4n4cx6whB4gXfFAJ9gUewi,spotify:track:4n4cx6whB4gXfFAJ9gUewi,https://api.spotify.com/v1/tracks/4n4cx6whB4gXfFAJ9gUewi,https://api.spotify.com/v1/audio-analysis/4n4cx6whB4gXfFAJ9gUewi,571345,3,GOOD LOVE,NAFE SMALLZ FT TORY LANEZ
389,0,0.0721,2,-22.48,1,0,0.618,0.694,0,0,0,audio_features,4Fz1WWr5o0OrlIcZxcyZtK,spotify:track:4Fz1WWr5o0OrlIcZxcyZtK,https://api.spotify.com/v1/tracks/4Fz1WWr5o0OrlIcZxcyZtK,https://api.spotify.com/v1/audio-analysis/4Fz1WWr5o0OrlIcZxcyZtK,7229,0,ON THE WAY HOME,JAYKAE & AITCH FT BOWZER BOSS
390,0.758,0.742,1,-5.73,1,0.043,0.0824,0,0.0391,0.648,120.964,audio_features,5BDmCfpzQeXT4AuxyO5ATs,spotify:track:5BDmCfpzQeXT4AuxyO5ATs,https://api.spotify.com/v1/tracks/5BDmCfpzQeXT4AuxyO5ATs,https://api.spotify.com/v1/audio-analysis/5BDmCfpzQeXT4AuxyO5ATs,151126,4,I COULD GET USED TO THIS,BECKY HILL & WEISS
391,0.913,0.647,1,-7.141,1,0.349,0.169,0,0.296,0.836,139.173,audio_features,5AiRANsO9d93VQh4jaumuM,spotify:track:5AiRANsO9d93VQh4jaumuM,https://api.spotify.com/v1/tracks/5AiRANsO9d93VQh4jaumuM,https://api.spotify.com/v1/audio-analysis/5AiRANsO9d93VQh4jaumuM,216077,4,MR SHEEEN,DIGGA D & RUSS SPLASH
392,0.372,0.355,8,-8.436,0,0.03,0.754,0,0.167,0.142,126.705,audio_features,6TYlDTa9AQDvjqwbxlvFyI,spotify:track:6TYlDTa9AQDvjqwbxlvFyI,https://api.spotify.com/v1/tracks/6TYlDTa9AQDvjqwbxlvFyI,https://api.spotify.com/v1/audio-analysis/6TYlDTa9AQDvjqwbxlvFyI,237427,4,CONVERSATION,CATFISH & THE BOTTLEMEN
393,0.463,0.62,7,-5.647,1,0.167,0.131,0,0.0619,0.158,83.031,audio_features,7c5h27Ju8JE5xWKTQ88KhL,spotify:track:7c5h27Ju8JE5xWKTQ88KhL,https://api.spotify.com/v1/tracks/7c5h27Ju8JE5xWKTQ88KhL,https://api.spotify.com/v1/audio-analysis/7c5h27Ju8JE5xWKTQ88KhL,202640,1,HURTS 2B HUMAN,PINK FT KHALID
394,0.835,0.743,2,-9.621,1,0.0921,0.1,0.0112,0.194,0.783,108.067,audio_features,3AXs4whfA4nqfWeXYkunTK,spotify:track:3AXs4whfA4nqfWeXYkunTK,https://api.spotify.com/v1/tracks/3AXs4whfA4nqfWeXYkunTK,https://api.spotify.com/v1/audio-analysis/3AXs4whfA4nqfWeXYkunTK,139667,4,DIFFERENT STROKES,MIST FT LOTTO ASH
395,0.831,0.754,3,-5.005,0,0.215,0.242,0,0.122,0.382,130.051,audio_features,51PKe1YvHDZzkO5UZF88b0,spotify:track:51PKe1YvHDZzkO5UZF88b0,https://api.spotify.com/v1/tracks/51PKe1YvHDZzkO5UZF88b0,https://api.spotify.com/v1/audio-analysis/51PKe1YvHDZzkO5UZF88b0,193147,4,ENCORE,CATFISH & THE BOTTLEMEN
396,0.665,0.619,10,-8.327,0,0.0663,0.596,0,0.14,0.541,137.043,audio_features,1TkXApzsz0a6YRArjbqprt,spotify:track:1TkXApzsz0a6YRArjbqprt,https://api.spotify.com/v1/tracks/1TkXApzsz0a6YRArjbqprt,https://api.spotify.com/v1/audio-analysis/1TkXApzsz0a6YRArjbqprt,138115,4,DOOM DAYS,BASTILLE
397,0.926,0.951,6,-5.531,0,0.0924,0.00232,0.452,0.313,0.918,123.987,audio_features,1gRQxbfL4ULWyTosgXSbWT,spotify:track:1gRQxbfL4ULWyTosgXSbWT,https://api.spotify.com/v1/tracks/1gRQxbfL4ULWyTosgXSbWT,https://api.spotify.com/v1/audio-analysis/1gRQxbfL4ULWyTosgXSbWT,206588,4,YOU LITTLE BEAUTY,FISHER
398,0.716,0.757,5,-2.666,1,0.0487,0.0249,0,0.286,0.558,100.007,audio_features,1MfuskV4ODUp14C2dnyPgW,spotify:track:1MfuskV4ODUp14C2dnyPgW,https://api.spotify.com/v1/tracks/1MfuskV4ODUp14C2dnyPgW,https://api.spotify.com/v1/audio-analysis/1MfuskV4ODUp14C2dnyPgW,191114,4,BLAME IT ON YOUR LOVE,CHARLI XCX FT LIZZO
399,0.789,0.786,2,-4.788,1,0.297,0.596,0,0.0997,0.39,119.957,audio_features,2OKo7g3KfmCt3kyLvUAL0g,spotify:track:2OKo7g3KfmCt3kyLvUAL0g,https://api.spotify.com/v1/tracks/2OKo7g3KfmCt3kyLvUAL0g,https://api.spotify.com/v1/audio-analysis/2OKo7g3KfmCt3kyLvUAL0g,248040,4,THE SEARCH,NF
400,0.362,0.714,9,-3.07,0,0.0835,0.269,0,0.21,0.309,67.4,audio_features,0b6UoVjUzFyZNpHI0aAhKt,spotify:track:0b6UoVjUzFyZNpHI0aAhKt,https://api.spotify.com/v1/tracks/0b6UoVjUzFyZNpHI0aAhKt,https://api.spotify.com/v1/audio-analysis/0b6UoVjUzFyZNpHI0aAhKt,206499,4,CELEBRATE,DJ KHALED/SCOTT/POST MALONE
401,0.594,0.599,8,-14.103,1,0.0527,0.0131,0.903,0.0295,0.747,159.834,audio_features,1sNGUwE7MVlvMwXNXD4YLf,spotify:track:1sNGUwE7MVlvMwXNXD4YLf,https://api.spotify.com/v1/tracks/1sNGUwE7MVlvMwXNXD4YLf,https://api.spotify.com/v1/audio-analysis/1sNGUwE7MVlvMwXNXD4YLf,66900,5,INGLORIOUS,SLOWTHAI FT SKEPTA
402,0.64,0.772,8,-6.212,0,0.572,0.247,0,0.204,0.75,124.992,audio_features,6YSsSzRV6fiITssNkIAxHi,spotify:track:6YSsSzRV6fiITssNkIAxHi,https://api.spotify.com/v1/tracks/6YSsSzRV6fiITssNkIAxHi,https://api.spotify.com/v1/audio-analysis/6YSsSzRV6fiITssNkIAxHi,210773,5,STINKING RICH,MOSTACK FT DAVE & J HUS
403,0.434,0.891,2,-3.238,0,0.0439,7.56E-06,0,0.257,0.39,123.958,audio_features,5DJctS0yiHX7agIGnfgnu1,spotify:track:5DJctS0yiHX7agIGnfgnu1,https://api.spotify.com/v1/tracks/5DJctS0yiHX7agIGnfgnu1,https://api.spotify.com/v1/audio-analysis/5DJctS0yiHX7agIGnfgnu1,211192,4,SHOCKWAVE,LIAM GALLAGHER
404,0.66,0.395,7,-5.242,1,0.0333,0.873,0,0.112,0.678,81.997,audio_features,7ILEWkpfdK6AjH2D7jppWk,spotify:track:7ILEWkpfdK6AjH2D7jppWk,https://api.spotify.com/v1/tracks/7ILEWkpfdK6AjH2D7jppWk,https://api.spotify.com/v1/audio-analysis/7ILEWkpfdK6AjH2D7jppWk,204880,4,DON'T CHECK ON ME,CHRIS BROWN/JUSTIN BIEBER/INK
405,0.688,0.732,2,-6.162,1,0.0618,0.0536,0,0.145,0.665,97.703,audio_features,5f2TWu6R2YYCJtLQ0fP78H,spotify:track:5f2TWu6R2YYCJtLQ0fP78H,https://api.spotify.com/v1/tracks/5f2TWu6R2YYCJtLQ0fP78H,https://api.spotify.com/v1/audio-analysis/5f2TWu6R2YYCJtLQ0fP78H,155532,4,FRIEND LIKE ME,WILL SMITH
406,0.803,0.569,1,-6.366,1,0.0705,0.0957,0,0.0976,0.26,95.009,audio_features,2enuUNOuQe22b6LB31bimX,spotify:track:2enuUNOuQe22b6LB31bimX,https://api.spotify.com/v1/tracks/2enuUNOuQe22b6LB31bimX,https://api.spotify.com/v1/audio-analysis/2enuUNOuQe22b6LB31bimX,123400,4,PULL UP,KSI & RANDOLPH FT JME
407,0.887,0.569,8,-8.19,1,0.296,0.0529,8.24E-05,0.114,0.447,143.06,audio_features,0Bj95h6JPGxYdZBDejnrI9,spotify:track:0Bj95h6JPGxYdZBDejnrI9,https://api.spotify.com/v1/tracks/0Bj95h6JPGxYdZBDejnrI9,https://api.spotify.com/v1/audio-analysis/0Bj95h6JPGxYdZBDejnrI9,147871,4,P4DP,DIGGA D
408,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06E-05,0.0801,0.721,122.028,audio_features,0KAiuUOrLTIkzkpfpn9jb9,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,https://api.spotify.com/v1/tracks/0KAiuUOrLTIkzkpfpn9jb9,https://api.spotify.com/v1/audio-analysis/0KAiuUOrLTIkzkpfpn9jb9,195973,4,DRIVE BY,TION WAYNE FT SWARMZ
409,0.861,0.693,11,-6.052,0,0.313,0.082,0,0.07,0.772,165.036,audio_features,4NOFSrIM6LhBl2MyKvFVtp,spotify:track:4NOFSrIM6LhBl2MyKvFVtp,https://api.spotify.com/v1/tracks/4NOFSrIM6LhBl2MyKvFVtp,https://api.spotify.com/v1/audio-analysis/4NOFSrIM6LhBl2MyKvFVtp,186605,4,STARTED,IGGY AZALEA
410,0.893,0.641,1,-3.051,1,0.272,0.128,8.06E-05,0.086,0.771,94.017,audio_features,1ZDmxwg7Lywlx68b7SsJjj,spotify:track:1ZDmxwg7Lywlx68b7SsJjj,https://api.spotify.com/v1/tracks/1ZDmxwg7Lywlx68b7SsJjj,https://api.spotify.com/v1/audio-analysis/1ZDmxwg7Lywlx68b7SsJjj,190747,4,MEGATRON,NICKI MINAJ
411,0.585,0.927,5,-5.253,1,0.04,0.00432,0,0.178,0.672,142.043,audio_features,33RJ3P6wc0B0FIyDalhNTv,spotify:track:33RJ3P6wc0B0FIyDalhNTv,https://api.spotify.com/v1/tracks/33RJ3P6wc0B0FIyDalhNTv,https://api.spotify.com/v1/audio-analysis/33RJ3P6wc0B0FIyDalhNTv,226253,4,HERE WE GO AGAIN,SIGMA FT LOUISA
412,0.61,0.754,9,-6.469,0,0.0585,0.135,0,0.107,0.357,121.952,audio_features,7B7O5jgFpWfc9orZw6FN4K,spotify:track:7B7O5jgFpWfc9orZw6FN4K,https://api.spotify.com/v1/tracks/7B7O5jgFpWfc9orZw6FN4K,https://api.spotify.com/v1/audio-analysis/7B7O5jgFpWfc9orZw6FN4K,185158,4,SPIRIT IN THE SKY,KEIINO
413,0.552,0.65,1,-7.199,1,0.128,0.422,0.000275,0.372,0.316,167.788,audio_features,3xaugmCyXrVkrDTXbFkMW3,spotify:track:3xaugmCyXrVkrDTXbFkMW3,https://api.spotify.com/v1/tracks/3xaugmCyXrVkrDTXbFkMW3,https://api.spotify.com/v1/audio-analysis/3xaugmCyXrVkrDTXbFkMW3,180019,4,SANCTUARY,JOJI
414,0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01,audio_features,0DiDStADDVh3SvAsoJAFMk,spotify:track:0DiDStADDVh3SvAsoJAFMk,https://api.spotify.com/v1/tracks/0DiDStADDVh3SvAsoJAFMk,https://api.spotify.com/v1/audio-analysis/0DiDStADDVh3SvAsoJAFMk,183000,4,ONLY HUMAN,JONAS BROTHERS
415,0.594,0.946,8,-3.408,1,0.126,0.00181,1.04E-06,0.923,0.665,110.024,audio_features,4hrpoqJMVE7FxBu1YWx0eQ,spotify:track:4hrpoqJMVE7FxBu1YWx0eQ,https://api.spotify.com/v1/tracks/4hrpoqJMVE7FxBu1YWx0eQ,https://api.spotify.com/v1/audio-analysis/4hrpoqJMVE7FxBu1YWx0eQ,231860,4,NOT TODAY,PLUG FT DAPPY & TORY LANEZ
416,0.737,0.81,5,-6.354,1,0.0896,0.077,0,0.0523,0.387,125.005,audio_features,56JyMaElW79S7TDWh1Zw1m,spotify:track:56JyMaElW79S7TDWh1Zw1m,https://api.spotify.com/v1/tracks/56JyMaElW79S7TDWh1Zw1m,https://api.spotify.com/v1/audio-analysis/56JyMaElW79S7TDWh1Zw1m,154448,4,ON A ROLL,ASHLEY O
417,0.503,0.743,6,-6.044,0,0.332,0.102,0,0.0863,0.423,93.27,audio_features,4qy2jqC6mThGscpYxpNtax,spotify:track:4qy2jqC6mThGscpYxpNtax,https://api.spotify.com/v1/tracks/4qy2jqC6mThGscpYxpNtax,https://api.spotify.com/v1/audio-analysis/4qy2jqC6mThGscpYxpNtax,287927,4,BAN DRILL,KREPT & KONAN
