,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,title,artist
161,0.409,0.801,7,-3.182,1,0.0417,0.223,2.52E-05,0.177,0.465,129.989,audio_features,4dBQWyoZmmgvFBlALGlqZi,spotify:track:4dBQWyoZmmgvFBlALGlqZi,https://api.spotify.com/v1/tracks/4dBQWyoZmmgvFBlALGlqZi,https://api.spotify.com/v1/audio-analysis/4dBQWyoZmmgvFBlALGlqZi,222667,4,MERRY XMAS EVERYBODY,SLADE
162,0.729,0.332,8,-9.861,1,0.0399,0.886,0,0.0806,0.507,120.003,audio_features,7c8uEE0Vc6X37RvJDhUxCC,spotify:track:7c8uEE0Vc6X37RvJDhUxCC,https://api.spotify.com/v1/tracks/7c8uEE0Vc6X37RvJDhUxCC,https://api.spotify.com/v1/audio-analysis/7c8uEE0Vc6X37RvJDhUxCC,154916,4,DON'T FEEL LIKE CRYING,SIGRID
163,0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946,audio_features,1fCeXjoRExPP2qwSBh2aST,spotify:track:1fCeXjoRExPP2qwSBh2aST,https://api.spotify.com/v1/tracks/1fCeXjoRExPP2qwSBh2aST,https://api.spotify.com/v1/audio-analysis/1fCeXjoRExPP2qwSBh2aST,186945,4,BLACK,DAVE
164,0.614,0.536,1,-11.187,1,0.354,0.0341,0,0.502,0.6,185.298,audio_features,2mlNwiY6NxhoT92FrW2G4A,spotify:track:2mlNwiY6NxhoT92FrW2G4A,https://api.spotify.com/v1/tracks/2mlNwiY6NxhoT92FrW2G4A,https://api.spotify.com/v1/audio-analysis/2mlNwiY6NxhoT92FrW2G4A,205245,4,187,GIGGS
165,0.537,0.744,6,-5.929,1,0.24,0.159,0,0.0788,0.753,68.082,audio_features,0itAvbZ9OKIPZlMalqJ8NY,spotify:track:0itAvbZ9OKIPZlMalqJ8NY,https://api.spotify.com/v1/tracks/0itAvbZ9OKIPZlMalqJ8NY,https://api.spotify.com/v1/audio-analysis/0itAvbZ9OKIPZlMalqJ8NY,163973,5,HOLD YOU DOWN,RAMZ
166,0.812,0.803,2,-4.93,0,0.163,0.266,0,0.0589,0.905,100.994,audio_features,609xDejvWBG3sBUAfvKUTC,spotify:track:609xDejvWBG3sBUAfvKUTC,https://api.spotify.com/v1/tracks/609xDejvWBG3sBUAfvKUTC,https://api.spotify.com/v1/audio-analysis/609xDejvWBG3sBUAfvKUTC,166337,4,SENSEI,ZIEZIE
167,0.328,0.607,2,-11.076,1,0.0315,0.319,0,0.765,0.395,146.539,audio_features,3zJw3rugfpVrmBeDDnUYzy,spotify:track:3zJw3rugfpVrmBeDDnUYzy,https://api.spotify.com/v1/tracks/3zJw3rugfpVrmBeDDnUYzy,https://api.spotify.com/v1/audio-analysis/3zJw3rugfpVrmBeDDnUYzy,213880,3,HAPPY XMAS (WAR IS OVER),JOHN & YOKO/PLASTIC ONO BAND
168,0.774,0.511,11,-8.914,1,0.0319,0.322,0,0.0672,0.771,94.736,audio_features,1SV1fxF65n9NhRHp3KlBuu,spotify:track:1SV1fxF65n9NhRHp3KlBuu,https://api.spotify.com/v1/tracks/1SV1fxF65n9NhRHp3KlBuu,https://api.spotify.com/v1/audio-analysis/1SV1fxF65n9NhRHp3KlBuu,227653,4,WONDERFUL CHRISTMASTIME,PAUL MCCARTNEY
169,0.661,0.908,5,-4.897,1,0.039,0.052,0,0.0708,0.656,144.091,audio_features,6OnfBiiSc9RGKiBKKtZXgQ,spotify:track:6OnfBiiSc9RGKiBKKtZXgQ,https://api.spotify.com/v1/tracks/6OnfBiiSc9RGKiBKKtZXgQ,https://api.spotify.com/v1/audio-analysis/6OnfBiiSc9RGKiBKKtZXgQ,296080,4,WE BUILT THIS CITY,LADBABY
170,0.343,0.76,3,-7.146,1,0.0513,0.392,0.000388,0.0773,0.356,126.322,audio_features,46pF1zFimM582ss1PrMy68,spotify:track:46pF1zFimM582ss1PrMy68,https://api.spotify.com/v1/tracks/46pF1zFimM582ss1PrMy68,https://api.spotify.com/v1/audio-analysis/46pF1zFimM582ss1PrMy68,166453,4,CHRISTMAS (BABY PLEASE COME HOME),DARLENE LOVE
171,0.656,0.432,6,-9.481,0,0.217,0.443,0,0.132,0.0897,97.022,audio_features,14SaZBTjxlorHJQxXh01Hu,spotify:track:14SaZBTjxlorHJQxXh01Hu,https://api.spotify.com/v1/tracks/14SaZBTjxlorHJQxXh01Hu,https://api.spotify.com/v1/audio-analysis/14SaZBTjxlorHJQxXh01Hu,222374,4,GIRLS NEED LOVE,SUMMER WALKER FT DRAKE
172,0.667,0.741,1,-4.099,1,0.0378,0.0425,0,0.0761,0.422,149.908,audio_features,4EAV2cKiqKP5UPZmY6dejk,spotify:track:4EAV2cKiqKP5UPZmY6dejk,https://api.spotify.com/v1/tracks/4EAV2cKiqKP5UPZmY6dejk,https://api.spotify.com/v1/audio-analysis/4EAV2cKiqKP5UPZmY6dejk,204747,4,EVERYDAY,LOGIC FT MARSHMELLO
173,0.774,0.608,7,-6.264,1,0.128,0.128,0,0.0895,0.56,137.494,audio_features,02FaKXXL7KUtRc7K0k54tL,spotify:track:02FaKXXL7KUtRc7K0k54tL,https://api.spotify.com/v1/tracks/02FaKXXL7KUtRc7K0k54tL,https://api.spotify.com/v1/audio-analysis/02FaKXXL7KUtRc7K0k54tL,182521,4,COZY LITTLE CHRISTMAS,KATY PERRY
174,0.547,0.814,1,-6.191,1,0.12,0.0215,0,0.0475,0.724,92.986,audio_features,1N1ZpYUJc9fwrqk53FGgWv,spotify:track:1N1ZpYUJc9fwrqk53FGgWv,https://api.spotify.com/v1/tracks/1N1ZpYUJc9fwrqk53FGgWv,https://api.spotify.com/v1/audio-analysis/1N1ZpYUJc9fwrqk53FGgWv,205267,4,SANTA'S COMING FOR US,SIA
175,0.776,0.703,0,-10.696,1,0.0427,0.204,0,0.336,0.939,112.534,audio_features,6YnzBV7YkaXZNCK3tlnCfg,spotify:track:6YnzBV7YkaXZNCK3tlnCfg,https://api.spotify.com/v1/tracks/6YnzBV7YkaXZNCK3tlnCfg,https://api.spotify.com/v1/audio-analysis/6YnzBV7YkaXZNCK3tlnCfg,243400,4,MARY'S BOY CHILD/OH MY LORD,BONEY M
176,0.658,0.56,6,-9.049,0,0.0467,0.498,0,0.0794,0.854,161.994,audio_features,7xapw9Oy21WpfEcib2ErSA,spotify:track:7xapw9Oy21WpfEcib2ErSA,https://api.spotify.com/v1/tracks/7xapw9Oy21WpfEcib2ErSA,https://api.spotify.com/v1/audio-analysis/7xapw9Oy21WpfEcib2ErSA,182947,4,MISTLETOE,JUSTIN BIEBER
177,0.24,0.598,7,-8.435,1,0.037,0.766,0,0.117,0.776,202.082,audio_features,5hslUAKq9I9CG2bAulFkHN,spotify:track:5hslUAKq9I9CG2bAulFkHN,https://api.spotify.com/v1/tracks/5hslUAKq9I9CG2bAulFkHN,https://api.spotify.com/v1/audio-analysis/5hslUAKq9I9CG2bAulFkHN,151933,3,IT'S THE MOST WONDERFUL TIME OF THE YEAR,ANDY WILLIAMS
178,0.913,0.448,2,-7.186,1,0.475,0.0348,1.30E-05,0.205,0.0674,120.047,audio_features,3XmJoV7Ng2dMQrHRElmdP6,spotify:track:3XmJoV7Ng2dMQrHRElmdP6,https://api.spotify.com/v1/tracks/3XmJoV7Ng2dMQrHRElmdP6,https://api.spotify.com/v1/audio-analysis/3XmJoV7Ng2dMQrHRElmdP6,208500,4,I CAN'T GET ENOUGH,BENNYBLANCO/GOMEZ/BALVIN/TAINY
179,0.413,0.886,8,-4.166,1,0.09,0.00086,0.000216,0.274,0.319,160.177,audio_features,27xKntLxqf0HDGVdcNIkcY,spotify:track:27xKntLxqf0HDGVdcNIkcY,https://api.spotify.com/v1/tracks/27xKntLxqf0HDGVdcNIkcY,https://api.spotify.com/v1/audio-analysis/27xKntLxqf0HDGVdcNIkcY,192053,4,FLUCTUATE,CATFISH & THE BOTTLEMEN
180,0.696,0.564,0,-10.803,1,0.0371,0.277,0.000353,0.133,0.932,146.709,audio_features,4rMWDm28mERZcRPc1f3yir,spotify:track:4rMWDm28mERZcRPc1f3yir,https://api.spotify.com/v1/tracks/4rMWDm28mERZcRPc1f3yir,https://api.spotify.com/v1/audio-analysis/4rMWDm28mERZcRPc1f3yir,148160,4,SANTA CLAUS IS COMING TO TOWN,MICHAEL JACKSON & JACKSON FIVE
181,0.317,0.158,9,-16.485,1,0.0381,0.673,0.353,0.338,0.247,130.503,audio_features,4so0Wek9Ig1p6CRCHuINwW,spotify:track:4so0Wek9Ig1p6CRCHuINwW,https://api.spotify.com/v1/tracks/4so0Wek9Ig1p6CRCHuINwW,https://api.spotify.com/v1/audio-analysis/4so0Wek9Ig1p6CRCHuINwW,177480,3,WHITE CHRISTMAS,BING CROSBY
182,0.524,0.489,2,-7.828,1,0.0274,0.578,0.000624,0.186,0.443,127.768,audio_features,4wYCe9tSmUolNU4WmJKbZy,spotify:track:4wYCe9tSmUolNU4WmJKbZy,https://api.spotify.com/v1/tracks/4wYCe9tSmUolNU4WmJKbZy,https://api.spotify.com/v1/audio-analysis/4wYCe9tSmUolNU4WmJKbZy,267133,4,STAY ANOTHER DAY,EAST 17
183,0.673,0.596,10,-7.891,1,0.0354,0.166,0,0.11,0.19,123.969,audio_features,3Kuu5vASpXK8oRsxOvau6P,spotify:track:3Kuu5vASpXK8oRsxOvau6P,https://api.spotify.com/v1/tracks/3Kuu5vASpXK8oRsxOvau6P,https://api.spotify.com/v1/audio-analysis/3Kuu5vASpXK8oRsxOvau6P,208567,4,THINK ABOUT YOU,KYGO FT VALERIE BROUSSARD
184,0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99E-05,0.214,0.689,159.876,audio_features,3YZE5qDV7u1ZD1gZc47ZeR,spotify:track:3YZE5qDV7u1ZD1gZc47ZeR,https://api.spotify.com/v1/tracks/3YZE5qDV7u1ZD1gZc47ZeR,https://api.spotify.com/v1/audio-analysis/3YZE5qDV7u1ZD1gZc47ZeR,229640,4,UNDERNEATH THE TREE,KELLY CLARKSON
185,0.551,0.325,0,-13.507,1,0.0286,0.81,0.000112,0.115,0.496,98.932,audio_features,6ka53p5HloApRQ2ptSpuGB,spotify:track:6ka53p5HloApRQ2ptSpuGB,https://api.spotify.com/v1/tracks/6ka53p5HloApRQ2ptSpuGB,https://api.spotify.com/v1/audio-analysis/6ka53p5HloApRQ2ptSpuGB,213160,3,LONELY THIS CHRISTMAS,MUD
186,0.583,0.572,1,-4.776,1,0.0366,0.738,0,0.266,0.684,113.998,audio_features,5Q2P43CJra0uRAogjHyJDK,spotify:track:5Q2P43CJra0uRAogjHyJDK,https://api.spotify.com/v1/tracks/5Q2P43CJra0uRAogjHyJDK,https://api.spotify.com/v1/audio-analysis/5Q2P43CJra0uRAogjHyJDK,173560,4,BABY IT'S COLD OUTSIDE,BRETT ELDREDGE/MEGHAN TRAINOR
187,0.317,0.279,3,-7.363,1,0.0283,0.557,2.21E-05,0.111,0.151,160.839,audio_features,1bC7e6WRkuFEeGSRAcsZwy,spotify:track:1bC7e6WRkuFEeGSRAcsZwy,https://api.spotify.com/v1/tracks/1bC7e6WRkuFEeGSRAcsZwy,https://api.spotify.com/v1/audio-analysis/1bC7e6WRkuFEeGSRAcsZwy,192331,4,YOU MEAN THE WORLD TO ME,FREYA RIDINGS
188,0.534,0.946,11,-5.167,1,0.0793,0.00339,0.442,0.164,0.379,141.517,audio_features,1GTPxha6U7x9ElVxkQw3OK,spotify:track:1GTPxha6U7x9ElVxkQw3OK,https://api.spotify.com/v1/tracks/1GTPxha6U7x9ElVxkQw3OK,https://api.spotify.com/v1/audio-analysis/1GTPxha6U7x9ElVxkQw3OK,279800,4,FIRESTARTER,PRODIGY
189,0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,audio_features,3hBXvHLlTHvnbwrPbeoyAj,spotify:track:3hBXvHLlTHvnbwrPbeoyAj,https://api.spotify.com/v1/tracks/3hBXvHLlTHvnbwrPbeoyAj,https://api.spotify.com/v1/audio-analysis/3hBXvHLlTHvnbwrPbeoyAj,130973,4,JINGLE BELL ROCK,BOBBY HELMS
190,0.411,0.918,4,-2.761,1,0.0509,0.00146,0.000786,0.375,0.432,82.634,audio_features,46w8k81V0eSBx64XuVHxT2,spotify:track:46w8k81V0eSBx64XuVHxT2,https://api.spotify.com/v1/tracks/46w8k81V0eSBx64XuVHxT2,https://api.spotify.com/v1/audio-analysis/46w8k81V0eSBx64XuVHxT2,219493,4,CHRISTMAS TIME (DON'T LET THE BELLS END),DARKNESS
191,0.853,0.351,7,-10.198,1,0.241,0.39,9.38E-06,0.752,0.282,118.028,audio_features,3Fj47GNK2kUF0uaEDgXLaD,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,https://api.spotify.com/v1/tracks/3Fj47GNK2kUF0uaEDgXLaD,https://api.spotify.com/v1/audio-analysis/3Fj47GNK2kUF0uaEDgXLaD,221543,4,WISH YOU WERE GAY,BILLIE EILISH
192,0.79,0.675,11,-6.952,0,0.319,0.166,1.36E-05,0.103,0.363,90.961,audio_features,6dEe0H4vjEyy2ukczkB25o,spotify:track:6dEe0H4vjEyy2ukczkB25o,https://api.spotify.com/v1/tracks/6dEe0H4vjEyy2ukczkB25o,https://api.spotify.com/v1/audio-analysis/6dEe0H4vjEyy2ukczkB25o,256198,4,LOOSE ENDS,LOYLE CARNER & JORJA SMITH
193,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,audio_features,2ZRo7axmMPeSVUvDbGkJah,spotify:track:2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/tracks/2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/audio-analysis/2ZRo7axmMPeSVUvDbGkJah,110886,4,HOPE,CHAINSMOKERS FT WINONA OAK
194,0.709,0.769,11,-4.366,1,0.0826,0.034,2.08E-06,0.0703,0.611,94.026,audio_features,7ITXKzRU7eqcRwF2YXZj8b,spotify:track:7ITXKzRU7eqcRwF2YXZj8b,https://api.spotify.com/v1/tracks/7ITXKzRU7eqcRwF2YXZj8b,https://api.spotify.com/v1/audio-analysis/7ITXKzRU7eqcRwF2YXZj8b,200680,4,ONE DRINK,PICTURE THIS
195,0.651,0.643,10,-6.645,0,0.162,0.0381,0.000509,0.485,0.267,102.053,audio_features,0Kuuk3DYQwNsD6qWA3EmPV,spotify:track:0Kuuk3DYQwNsD6qWA3EmPV,https://api.spotify.com/v1/tracks/0Kuuk3DYQwNsD6qWA3EmPV,https://api.spotify.com/v1/audio-analysis/0Kuuk3DYQwNsD6qWA3EmPV,211163,4,NOTHING BUT NET,AJ TRACEY & GIGGS
196,0.741,0.52,9,-8.201,0,0.106,0.735,0,0.321,0.566,135.343,audio_features,3yuayr8sjIrIeqaPuvYOWn,spotify:track:3yuayr8sjIrIeqaPuvYOWn,https://api.spotify.com/v1/tracks/3yuayr8sjIrIeqaPuvYOWn,https://api.spotify.com/v1/audio-analysis/3yuayr8sjIrIeqaPuvYOWn,166279,4,DISASTER,DAVE FT J HUS
197,0.892,0.621,2,-7.67,1,0.0949,0.496,0,0.109,0.638,124.015,audio_features,59PUOc7B0WCNNx8Nr4qaA4,spotify:track:59PUOc7B0WCNNx8Nr4qaA4,https://api.spotify.com/v1/tracks/59PUOc7B0WCNNx8Nr4qaA4,https://api.spotify.com/v1/audio-analysis/59PUOc7B0WCNNx8Nr4qaA4,205720,4,STREATHAM,DAVE
198,0.664,0.524,2,-5.178,1,0.0283,0.0495,8.18E-06,0.075,0.475,91.027,audio_features,6HguG9HRb1Ke1bhihfE4m8,spotify:track:6HguG9HRb1Ke1bhihfE4m8,https://api.spotify.com/v1/tracks/6HguG9HRb1Ke1bhihfE4m8,https://api.spotify.com/v1/audio-analysis/6HguG9HRb1Ke1bhihfE4m8,225956,4,SINCERITY IS SCARY,1975
199,0.647,0.465,7,-8.308,1,0.0428,0.865,0,0.0882,0.699,151.251,audio_features,5PuKlCjfEVIXl0ZBp5ZW9g,spotify:track:5PuKlCjfEVIXl0ZBp5ZW9g,https://api.spotify.com/v1/tracks/5PuKlCjfEVIXl0ZBp5ZW9g,https://api.spotify.com/v1/audio-analysis/5PuKlCjfEVIXl0ZBp5ZW9g,119787,4,HOLLY JOLLY CHRISTMAS,MICHAEL BUBLE
200,0.73,0.548,9,-14.772,1,0.091,0.0526,0,0.0425,0.813,115.607,audio_features,3nhzTOc939C4v4ecTEZTPl,spotify:track:3nhzTOc939C4v4ecTEZTPl,https://api.spotify.com/v1/tracks/3nhzTOc939C4v4ecTEZTPl,https://api.spotify.com/v1/audio-analysis/3nhzTOc939C4v4ecTEZTPl,320800,4,CHRISTMAS WRAPPING,WAITRESSES
201,0.312,0.418,7,-9.146,1,0.0296,0.131,0.000679,0.0836,0.237,130.795,audio_features,4fzyvSu73BhGvi96p2zwjL,spotify:track:4fzyvSu73BhGvi96p2zwjL,https://api.spotify.com/v1/tracks/4fzyvSu73BhGvi96p2zwjL,https://api.spotify.com/v1/audio-analysis/4fzyvSu73BhGvi96p2zwjL,242496,4,CHRISTMAS LIGHTS,COLDPLAY
202,0.355,0.668,0,-8.444,1,0.0482,0.362,1.23E-06,0.727,0.413,139.734,audio_features,6s2wpWPFPAgKg2LXxi1Oee,spotify:track:6s2wpWPFPAgKg2LXxi1Oee,https://api.spotify.com/v1/tracks/6s2wpWPFPAgKg2LXxi1Oee,https://api.spotify.com/v1/audio-analysis/6s2wpWPFPAgKg2LXxi1Oee,267600,4,SANTA CLAUS IS COMIN' TO TOWN,BRUCE SPRINGSTEEN
203,0.498,0.432,9,-14.392,1,0.0345,0.69,0,0.136,0.364,135.002,audio_features,3AgiRs3oxc2dFh0CPUHXJs,spotify:track:3AgiRs3oxc2dFh0CPUHXJs,https://api.spotify.com/v1/tracks/3AgiRs3oxc2dFh0CPUHXJs,https://api.spotify.com/v1/audio-analysis/3AgiRs3oxc2dFh0CPUHXJs,245333,3,MISTLETOE AND WINE,CLIFF RICHARD
204,0.611,0.52,0,-5.445,1,0.0346,0.0132,0,0.105,0.771,159.927,audio_features,6GzApXoBQiiAjak3tOQfV3,spotify:track:6GzApXoBQiiAjak3tOQfV3,https://api.spotify.com/v1/tracks/6GzApXoBQiiAjak3tOQfV3,https://api.spotify.com/v1/audio-analysis/6GzApXoBQiiAjak3tOQfV3,149878,4,LIE TO ME,5 SECONDS OF SUMMER
205,0.936,0.559,7,-8.587,0,0.157,0.479,0,0.128,0.527,112.347,audio_features,4TWflhgevIGo448fWc6mQq,spotify:track:4TWflhgevIGo448fWc6mQq,https://api.spotify.com/v1/tracks/4TWflhgevIGo448fWc6mQq,https://api.spotify.com/v1/audio-analysis/4TWflhgevIGo448fWc6mQq,241440,4,RED ROOM,OFFSET
206,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,audio_features,152lZdxL1OR0ZMW6KquMif,spotify:track:152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,219080,4,LOCATION,DAVE FT BURNA BOY
207,0.559,0.157,1,-10.132,1,0.0414,0.887,0,0.107,0.348,130.877,audio_features,202lm9YX5WmAac83tOGlVn,spotify:track:202lm9YX5WmAac83tOGlVn,https://api.spotify.com/v1/tracks/202lm9YX5WmAac83tOGlVn,https://api.spotify.com/v1/audio-analysis/202lm9YX5WmAac83tOGlVn,190430,4,DON'T WATCH ME CRY,JORJA SMITH
208,0.754,0.37,6,-9.854,0,0.12,0.403,6.22E-05,0.107,0.228,114.941,audio_features,4cQrSREMqBSvJ8ZzBZjVb8,spotify:track:4cQrSREMqBSvJ8ZzBZjVb8,https://api.spotify.com/v1/tracks/4cQrSREMqBSvJ8ZzBZjVb8,https://api.spotify.com/v1/audio-analysis/4cQrSREMqBSvJ8ZzBZjVb8,193600,4,MILE HIGH,JAMES BLAKE/TRAVIS SCOTT/METRO
209,0.685,0.391,1,-7.183,1,0.0435,0.744,0,0.142,0.443,87.101,audio_features,0cM5URUqqQTpJWonmdzF1J,spotify:track:0cM5URUqqQTpJWonmdzF1J,https://api.spotify.com/v1/tracks/0cM5URUqqQTpJWonmdzF1J,https://api.spotify.com/v1/audio-analysis/0cM5URUqqQTpJWonmdzF1J,202547,4,SANTA BABY,KYLIE MINOGUE
210,0.451,0.24,1,-14.014,1,0.0351,0.912,2.45E-06,0.175,0.701,134.009,audio_features,2uFaJJtFpPDc5Pa95XzTvg,spotify:track:2uFaJJtFpPDc5Pa95XzTvg,https://api.spotify.com/v1/tracks/2uFaJJtFpPDc5Pa95XzTvg,https://api.spotify.com/v1/audio-analysis/2uFaJJtFpPDc5Pa95XzTvg,117147,4,LET IT SNOW LET IT SNOW LET IT SNOW,DEAN MARTIN
211,0.319,0.21,1,-15.231,1,0.0341,0.92,8.06E-05,0.138,0.209,78.696,audio_features,4PS1e8f2LvuTFgUs1Cn3ON,spotify:track:4PS1e8f2LvuTFgUs1Cn3ON,https://api.spotify.com/v1/tracks/4PS1e8f2LvuTFgUs1Cn3ON,https://api.spotify.com/v1/audio-analysis/4PS1e8f2LvuTFgUs1Cn3ON,192160,4,THE CHRISTMAS SONG,NAT KING COLE
212,0.528,0.772,2,-7.013,1,0.0288,0.403,2.52E-06,0.316,0.852,91.735,audio_features,5ASM6Qjiav2xPe7gRkQMsQ,spotify:track:5ASM6Qjiav2xPe7gRkQMsQ,https://api.spotify.com/v1/tracks/5ASM6Qjiav2xPe7gRkQMsQ,https://api.spotify.com/v1/audio-analysis/5ASM6Qjiav2xPe7gRkQMsQ,181267,4,SLEIGH RIDE,RONETTES
213,0.417,0.36,2,-10.625,1,0.0326,0.485,0.626,0.184,0.232,115.066,audio_features,1E6BBFm0xjFszd1vVoja6J,spotify:track:1E6BBFm0xjFszd1vVoja6J,https://api.spotify.com/v1/tracks/1E6BBFm0xjFszd1vVoja6J,https://api.spotify.com/v1/audio-analysis/1E6BBFm0xjFszd1vVoja6J,167334,4,I BELIEVE IN FATHER CHRISTMAS,GREG LAKE
214,0.859,0.665,5,-6.906,1,0.227,0.197,0,0.199,0.416,130.068,audio_features,70kH2l01XQRxcoolzJ6ESh,spotify:track:70kH2l01XQRxcoolzJ6ESh,https://api.spotify.com/v1/tracks/70kH2l01XQRxcoolzJ6ESh,https://api.spotify.com/v1/audio-analysis/70kH2l01XQRxcoolzJ6ESh,193846,4,LIKE A FILM,NAFE SMALLZ FT M HUNCHO
215,0.465,0.27,4,-16.661,1,0.0425,0.902,0.00104,0.145,0.58,94.519,audio_features,3QiAAp20rPC3dcAtKtMaqQ,spotify:track:3QiAAp20rPC3dcAtKtMaqQ,https://api.spotify.com/v1/tracks/3QiAAp20rPC3dcAtKtMaqQ,https://api.spotify.com/v1/audio-analysis/3QiAAp20rPC3dcAtKtMaqQ,129173,4,BLUE CHRISTMAS,ELVIS PRESLEY
216,0.22,0.708,7,-9.051,1,0.035,0.00292,0.0267,0.102,0.453,66.214,audio_features,5wTM2Bm8phDwHAuOsfBwhU,spotify:track:5wTM2Bm8phDwHAuOsfBwhU,https://api.spotify.com/v1/tracks/5wTM2Bm8phDwHAuOsfBwhU,https://api.spotify.com/v1/audio-analysis/5wTM2Bm8phDwHAuOsfBwhU,220427,4,2000 MILES,PRETENDERS
217,0.463,0.653,0,-5.515,1,0.0273,0.111,0.000136,0.172,0.233,143.912,audio_features,5M8goiFYynmNxhueYW6grR,spotify:track:5M8goiFYynmNxhueYW6grR,https://api.spotify.com/v1/tracks/5M8goiFYynmNxhueYW6grR,https://api.spotify.com/v1/audio-analysis/5M8goiFYynmNxhueYW6grR,194867,4,NOBODY,MARTIN JENSEN & JAMES ARTHUR
218,0.23,0.0719,2,-18.535,1,0.0339,0.969,0.303,0.0788,0.0799,100.542,audio_features,1FlxqJmoZWS2q1uRlyZVur,spotify:track:1FlxqJmoZWS2q1uRlyZVur,https://api.spotify.com/v1/tracks/1FlxqJmoZWS2q1uRlyZVur,https://api.spotify.com/v1/audio-analysis/1FlxqJmoZWS2q1uRlyZVur,293533,4,SOMEWHERE IN MY MEMORY (MAIN TITLE),JOHN WILLIAMS
219,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86E-06,0.203,0.711,90.036,audio_features,5Apvsk0suoivI1H8CmBglv,spotify:track:5Apvsk0suoivI1H8CmBglv,https://api.spotify.com/v1/tracks/5Apvsk0suoivI1H8CmBglv,https://api.spotify.com/v1/audio-analysis/5Apvsk0suoivI1H8CmBglv,217480,4,ALMOST (SWEET MUSIC),HOZIER
220,0.631,0.715,1,-6.083,0,0.0277,0.0299,0,0.122,0.42,135.826,audio_features,4RE3vueod5PL48rvHtuu9C,spotify:track:4RE3vueod5PL48rvHtuu9C,https://api.spotify.com/v1/tracks/4RE3vueod5PL48rvHtuu9C,https://api.spotify.com/v1/audio-analysis/4RE3vueod5PL48rvHtuu9C,176827,4,PEER PRESSURE,JAMES BAY FT JULIA MICHAELS
221,0.635,0.87,2,-4.291,0,0.04,0.0156,0,0.118,0.912,93,audio_features,2OQ6a4CfUeYskpTTgyawyJ,spotify:track:2OQ6a4CfUeYskpTTgyawyJ,https://api.spotify.com/v1/tracks/2OQ6a4CfUeYskpTTgyawyJ,https://api.spotify.com/v1/audio-analysis/2OQ6a4CfUeYskpTTgyawyJ,156773,4,YOU MAKE IT FEEL LIKE CHRISTMAS,GWEN STEFANI FT BLAKE SHELTON
222,0.704,0.103,5,-15.056,0,0.0609,0.896,0,0.192,0.469,84.511,audio_features,1vZKP9XURuqMp1SpXGnoyb,spotify:track:1vZKP9XURuqMp1SpXGnoyb,https://api.spotify.com/v1/tracks/1vZKP9XURuqMp1SpXGnoyb,https://api.spotify.com/v1/audio-analysis/1vZKP9XURuqMp1SpXGnoyb,206507,4,SANTA BABY,EARTHA KITT
223,0.653,0.259,2,-13.336,1,0.0595,0.903,0,0.362,0.835,142.157,audio_features,4kKdvXD0ez7jp1296JmAts,spotify:track:4kKdvXD0ez7jp1296JmAts,https://api.spotify.com/v1/tracks/4kKdvXD0ez7jp1296JmAts,https://api.spotify.com/v1/audio-analysis/4kKdvXD0ez7jp1296JmAts,155453,4,LET IT SNOW LET IT SNOW LET IT SNOW,FRANK SINATRA
224,0.514,0.618,11,-4.585,0,0.0317,0.175,0,0.117,0.401,84.259,audio_features,0i0wnv9UoFdZ5MfuFGQzMy,spotify:track:0i0wnv9UoFdZ5MfuFGQzMy,https://api.spotify.com/v1/tracks/0i0wnv9UoFdZ5MfuFGQzMy,https://api.spotify.com/v1/audio-analysis/0i0wnv9UoFdZ5MfuFGQzMy,150333,4,LAST HURRAH,BEBE REXHA
225,0.644,0.721,9,-8.495,0,0.431,0.629,7.52E-05,0.146,0.233,101.503,audio_features,2oVoSgGAlog02WQ2pLCxcT,spotify:track:2oVoSgGAlog02WQ2pLCxcT,https://api.spotify.com/v1/tracks/2oVoSgGAlog02WQ2pLCxcT,https://api.spotify.com/v1/audio-analysis/2oVoSgGAlog02WQ2pLCxcT,212142,4,NOW YOU'RE GONE,TOM WALKER FT ZARA LARSSON
226,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,audio_features,7hQJA50XrCWABAu5v6QZ4i,spotify:track:7hQJA50XrCWABAu5v6QZ4i,https://api.spotify.com/v1/tracks/7hQJA50XrCWABAu5v6QZ4i,https://api.spotify.com/v1/audio-analysis/7hQJA50XrCWABAu5v6QZ4i,209413,4,DON'T STOP ME NOW,QUEEN
