artist,chart_position,country,production_house,title,week,weeks_on_chart
GIGGS,70,UK,ISLAND,BABY,17,9
ED SHEERAN,71,UK,ASYLUM,PERFECT,17,101
RITA ORA,72,UK,ATLANTIC,ONLY WANT YOU,17,9
OCTAVIAN FT MICHAEL PHANTOM,73,UK,BLACK BUTTER,BET,17,8
AVA MAX,19,UK,ATLANTIC,SO AM I,21,11
HARDY CAPRIO & DIGDAT,20,UK,VIRGIN,GUTEN TAG,21,3
ELLIE GOULDING,21,UK,POLYDOR,SIXTEEN,21,6
KHALID,22,UK,RIGHT HAND MUSIC,TALK,21,15
STEEL BANGLEZ/TRACEY/MOSTACK,23,UK,GIFTED MUSIC/WARNER BROS,FASHION WEEK,21,9
CALVIN HARRIS & RAG'N'BONE MAN,24,UK,COLUMBIA,GIANT,21,19
LEWIS CAPALDI,17,UK,EMI,GRACE,25,31
TAYLOR SWIFT FT BRENDON URIE,18,UK,EMI,ME,25,8
JESS GLYNNE & JAX JONES,19,UK,ATLANTIC,ONE TOUCH,25,4
MEDUZA FT GOODBOYS,20,UK,POLYDOR,PIECE OF YOUR HEART,25,14
DOMINIC FIKE,21,UK,COLUMBIA,3 NIGHTS,25,7
MABEL,32,UK,POLYDOR,DON'T CALL ME UP,19,16
LAUV & TROYE SIVAN,33,UK,LAUV,I'M SO TIRED,19,15
BUGZY MALONE,34,UK,ILL GOTTEN,M.E.N. II,19,2
A BOOGIE WIT DA HOODIE/6IX9INE,35,UK,ATLANTIC,SWERVIN,19,19
SHAWN MENDES/CAMILA CABELLO,2,UK,EMI/SYCO MUSIC,SENORITA,27,2
ED SHEERAN FT KHALID,3,UK,ASYLUM/COLUMBIA,BEAUTIFUL PEOPLE,27,1
STORMZY,4,UK,MERKY/ATLANTIC,CROWN,27,2
DAVID GUETTA FT RAYE,47,UK,PARLOPHONE,STAY (DON'T GO AWAY),20,1
NOT3S,48,UK,COLUMBIA,WANTING,20,3
POST MALONE FT SWAE LEE,49,UK,REPUBLIC RECORDS,SUNFLOWER,20,30
LADY GAGA & BRADLEY COOPER,50,UK,INTERSCOPE,SHALLOW,20,33
JAY1,37,UK,GRM,YOUR MRS,22,9
DA BEATFREAKZ/SWARMZ/DENO,38,UK,COLUMBIA,MOTOROLA,22,3
SIGALA & BECKY HILL,39,UK,MINISTRY OF SOUND,WISH YOU WELL,22,1
LIL DICKY,40,UK,CMSN,EARTH,22,6
DAVID GUETTA FT RAYE,41,UK,PARLOPHONE,STAY (DON'T GO AWAY),22,3
JOYNER LUCAS FT LOGIC,42,UK,JOYNER LUCAS,ISIS,22,1
SHAWN MENDES/CAMILA CABELLO,2,UK,EMI/SYCO MUSIC,SENORITA,26,1
STORMZY,3,UK,MERKY,VOSSI BOP,26,9
ED SHEERAN/CHANCE/PNB ROCK,4,UK,ASYLUM,CROSS ME,26,5
STORMZY,5,UK,MERKY/ATLANTIC,CROWN,26,1
DAVE FT J HUS,33,UK,BLACK BUTTER/DAVE NBOURHOOD,DISASTER,18,8
ZARA LARSSON,34,UK,BLACK BUTTER/EPIC/TEN,DON'T WORRY BOUT ME,18,5
BILLIE EILISH,35,UK,INTERSCOPE,WISH YOU WERE GAY,18,9
ELLIE GOULDING,36,UK,POLYDOR,SIXTEEN,18,3
GEORGE EZRA,37,UK,COLUMBIA,PRETTY SHINING PEOPLE,18,14
ALEC BENJAMIN,38,UK,ATLANTIC,LET ME DOWN SLOWLY,18,14
LADY GAGA & BRADLEY COOPER,39,UK,INTERSCOPE,SHALLOW,18,31
HALSEY,63,UK,CAPITOL,NIGHTMARE,23,3
TIESTO/JONAS BLUE/RITA ORA,64,UK,VIRGIN,RITUAL,23,1
ONEREPUBLIC,65,UK,INTERSCOPE,RESCUE ME,23,3
MARTIN JENSEN & JAMES ARTHUR,59,UK,DISCOWAX,NOBODY,16,7
BEBE REXHA,60,UK,PARLOPHONE,LAST HURRAH,16,8
TOM WALKER,61,UK,RELENTLESS,LEAVE A LIGHT ON,16,55
JONAS BROTHERS,62,UK,POLYDOR,COOL,16,2
M HUNCHO,63,UK,ISLAND,OCHO CINCO,16,1
OCTAVIAN FT MICHAEL PHANTOM,64,UK,BLACK BUTTER,BET,16,7
BENNY BLANCO/HALSEY/KHALID,65,UK,INTERSCOPE,EASTSIDE,16,40
RODDY RICCH/CHIP/YXNG BANE,66,UK,THE PLUG,HOW IT IS,16,7
GIGGS,67,UK,ISLAND,BABY,16,8
MARK RONSON FT LYKKE LI,68,UK,COLUMBIA,LATE NIGHT FEELINGS,16,1
KHALID & JOHN MAYER,74,UK,RIGHT HAND MUSIC,OUTTA MY HEAD,17,3
FLORENCE & THE MACHINE,75,UK,EMI,JENNY OF OLDSTONES (GAME OF THRONES),17,1
LOUD LUXURY FT BRANDO,76,UK,ARMADA,BODY,17,46
BEYONCE,77,UK,RCA,BEFORE I LET GO,17,1
BEYONCE FT KENDRICK LAMAR,78,UK,COLUMBIA/PARKWOOD ENT,FREEDOM,17,3
MARK RONSON FT LYKKE LI,79,UK,COLUMBIA,LATE NIGHT FEELINGS,17,2
DIGGA D,25,UK,CGM,NO DIET,21,5
HALSEY,26,UK,CAPITOL,NIGHTMARE,21,1
PINK,27,UK,RCA,WALK ME HOME,21,13
KYGO & RITA ORA,28,UK,COLUMBIA,CARRY ON,21,5
ED SHEERAN & JUSTIN BIEBER,1,UK,ASYLUM/DEF JAM,I DON'T CARE,24,5
AJ TRACEY,22,UK,AJ TRACEY,LADBROKE GROVE,25,16
MOSTACK FT STORMZY,23,UK,VIRGIN,SHINE GIRL,25,3
YOUNG THUG/J COLE/TRAVIS SCOTT,24,UK,ATLANTIC,THE LONDON,25,4
YOUNG T & BUGSEY FT AITCH,25,UK,BLACK BUTTER,STRIKE A POSE,25,2
HARDY CAPRIO & DIGDAT,26,UK,VIRGIN,GUTEN TAG,25,7
ELLIE GOULDING,27,UK,POLYDOR,SIXTEEN,25,10
AVICII,28,UK,POSITIVA,HEAVEN,25,2
5 SECONDS OF SUMMER,29,UK,POLYDOR,EASIER,25,4
AVA MAX,36,UK,ATLANTIC,SWEET BUT PSYCHO,19,29
BTS & HALSEY,37,UK,ASTRALWERKS/BIGHIT ENT,BOY WITH LUV,19,4
ZARA LARSSON,38,UK,BLACK BUTTER/EPIC/TEN,DON'T WORRY BOUT ME,19,6
GEORGE EZRA,39,UK,COLUMBIA,PRETTY SHINING PEOPLE,19,15
DAVE FT J HUS,40,UK,BLACK BUTTER/DAVE NBOURHOOD,DISASTER,19,9
MOSTACK,41,UK,VIRGIN,WILD,19,1
LEWIS CAPALDI,5,UK,EMI,HOLD ME WHILE YOU WAIT,27,9
ED SHEERAN/CHANCE/PNB ROCK,6,UK,ASYLUM,CROSS ME,27,6
LIL NAS X,7,UK,LIL NAS X,OLD TOWN ROAD,27,15
MABEL,8,UK,POLYDOR,MAD LOVE,27,4
POST MALONE,51,UK,REPUBLIC RECORDS,WOW.,20,21
MARTIN JENSEN & JAMES ARTHUR,52,UK,DISCOWAX,NOBODY,20,11
LIZZO,53,UK,ATLANTIC,TRUTH HURTS,20,3
DOMINIC FIKE,54,UK,COLUMBIA,3 NIGHTS,20,2
SAM SMITH & NORMANI,55,UK,CAPITOL,DANCING WITH A STRANGER,20,18
ZARA LARSSON,43,UK,BLACK BUTTER/EPIC/TEN,DON'T WORRY BOUT ME,22,9
MABEL,44,UK,POLYDOR,DON'T CALL ME UP,22,19
AVA MAX,45,UK,ATLANTIC,SWEET BUT PSYCHO,22,32
LEWIS CAPALDI,6,UK,EMI,HOLD ME WHILE YOU WAIT,26,8
LIL NAS X,7,UK,LIL NAS X,OLD TOWN ROAD,26,14
CHRIS BROWN FT DRAKE,8,UK,CHRIS BROWN ENTERTAINMENT/RCA,NO GUIDANCE,26,3
AVICII FT ALOE BLACC,9,UK,Positiva,SOS,26,11
POST MALONE,40,UK,REPUBLIC RECORDS,WOW.,18,19
BILLIE EILISH,41,UK,INTERSCOPE,BURY A FRIEND,18,13
NOT3S,42,UK,COLUMBIA,WANTING,18,1
GEORGE EZRA,43,UK,COLUMBIA,SHOTGUN,18,58
CHAINSMOKERS FT 5 SECONDS OF,44,UK,DISRUPTOR,WHO DO YOU LOVE,18,12
ONE ACEN FT YUNGEN,66,UK,ATLANTIC,MISS DIVA,23,1
LOGIC FT EMINEM,67,UK,DEF JAM,HOMICIDE,23,5
BILLIE EILISH,68,UK,INTERSCOPE,BURY A FRIEND,23,18
MOSTACK,69,UK,VIRGIN,WILD,23,5
POST MALONE,70,UK,REPUBLIC RECORDS,WOW.,23,24
NIPSEY HUSSLE/RODDY RICCH,69,UK,ATLANTIC,RACKS IN THE MIDDLE,16,2
QUEEN,70,UK,ISLAND,BOHEMIAN RHAPSODY,16,41
BTS,71,UK,BIGHIT ENTERTAINMENT,MAKE IT RIGHT,16,1
CALVIN HARRIS & SAM SMITH,72,UK,COLUMBIA,PROMISES,16,35
JESS GLYNNE,73,UK,ATLANTIC,THURSDAY,16,27
GEORGE EZRA,80,UK,COLUMBIA,PARADISE,17,53
QUEEN,81,UK,ISLAND,BOHEMIAN RHAPSODY,17,42
FREYA RIDINGS,82,UK,GOOD SOLDIER,LOST WITHOUT YOU,17,41
KOFFEE,83,UK,COLUMBIA,TOAST,17,4
TOM WALKER,29,UK,RELENTLESS,JUST YOU AND I,21,19
TYLER THE CREATOR,30,UK,COLUMBIA,I THINK,21,1
LIL DICKY,31,UK,CMSN,EARTH,21,5
LIL NAS X,2,UK,LIL NAS X,OLD TOWN ROAD,24,12
LEWIS CAPALDI,3,UK,EMI,SOMEONE YOU LOVED,24,24
STORMZY,4,UK,MERKY,VOSSI BOP,24,7
BILLIE EILISH,5,UK,INTERSCOPE,BAD GUY,24,11
NSG,30,UK,NSG,OT BOP,25,4
MILEY CYRUS,31,UK,RCA,MOTHER'S DAUGHTER,25,3
DAVE FT BURNA BOY,32,UK,DAVE NEIGHBOURHOOD,LOCATION,25,15
DRAKE,33,UK,CASH MONEY/REPUBLIC RECORDS,OMERTA,25,1
GEORGE EZRA,42,UK,COLUMBIA,SHOTGUN,19,59
LADY GAGA & BRADLEY COOPER,43,UK,INTERSCOPE,SHALLOW,19,32
ALEC BENJAMIN,44,UK,ATLANTIC,LET ME DOWN SLOWLY,19,15
POST MALONE,45,UK,REPUBLIC RECORDS,WOW.,19,20
SIGALA & BECKY HILL,9,UK,MINISTRY OF SOUND,WISH YOU WELL,27,6
LEWIS CAPALDI,10,UK,EMI,SOMEONE YOU LOVED,27,27
AVICII FT ALOE BLACC,11,UK,Positiva,SOS,27,12
CHRIS BROWN FT DRAKE,12,UK,CHRIS BROWN ENTERTAINMENT/RCA,NO GUIDANCE,27,4
KATY PERRY,13,UK,VIRGIN,NEVER REALLY OVER,27,5
